Date,Title,Review,Rating
26 May 2017,One of the best films ever made,"""Se7en"" (1995) is a true masterpiece. I have seen this film like a thousand times and every time I watch it again it's as disturbing as the first time. It's always intriguing from start till finish. This is one of the best stories ever told on screen. 10/10 for this motion picture, it's a true art. A must watch.
29 out of 32 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
25 June 2016,Good movie - not the greatest.,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",6
28 January 2023,Se7en gets a seven,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",7
14 November 2009,just how I like'em,"Thrillers are either a hit or a miss. They can be awesome while many can be awful. Seven is in the Very awesome category. Basing the film around the seven deadly sins is an concept that everyone can relate too. We have all sinned meaning we can be put ourselves in the shoes of the victims ( not all victims mind you ) . When you imagine a film in which it always cloudy and overcast with rain pouring down 24/7 , you would think it going to depress you . Truth is , you don't actually notice the weather , but instead take huge interest on what happening in the homes of the city.

I'm not an huge fan of Brad Pitt but it seems that when he teams up with Fincher , he always puts on an good performance. Then there's Morgan Freeman, which is fairness, is playing Morgan Freeman. He fun to watch but you know what type of performance he going to act out. Both are very good but the one who steals it is Kevin Spacey. He may be in it for 20 minutes, but his role is extremely memorable. His character is well made and maybe deserves a bit more screen time . The film is very well made and an joy to watch. It keeps you awake and leaves you to wonder about the next deadly sin. When watching it, you can clearly see that Seven was an influence towards Leigh Whannell and James Wan and there SAW film. Everything about SEVEN was great, the concept, the acting, the finale. I highly recommend this film.",8
9 March 2010,Almost Too Much to Bear,"I was totally taken with this film. It's not The Usual Suspects, but it is really something. Unfortunately, I felt almost sick when I was finished watching it. The madness of the murders and the general philosophical sickness that carries it along put it out of reach for some of us. I can't imagine the world portrayed here. Great cast. I really thing Brad Pitt is excellent; and, of course, Morgan Freeman is his usual complex self. Once again, however, in a relatively brief appearance, Kevin Spacey steals every scene he's in. It's that unflappable delivery of his. No matter what is said or done, he anticipates it. The murders are hideous. The camera doesn't show the most gory details (which I appreciated), but they are sold to us through outside factors. I missed this the first time through and wanted it to be part of my movie-going experience. I don't think I could ever watch it again.
9 out of 15 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
2 March 2008,"Gritty, Disturbing Thriller - One of its Kind","Incredibly gritty, very fluid, and most disturbing are all ways that one might describe David Fincher's Seven, a film, as all of these reviews on here will attest to, is about a serial killer-maniac killing people based on the seven deadly sins. There is little need to rehash the plot here then but what makes Seven such a good film and one of the best thrillers of the last few decades? 1). Two strong, key performances by Brad Pitt and, in particular, Morgan Freeman as New York police detectives just united as one, Pitt is coming, and the other is about to retire. Freeman and Pitt have some chemistry between them and let's face it - Freeman is just plain good at just about any role he assays. Add to this strong supporting work from Paltrow and R. Lee Ermey and especially Kevein Spacey as the killer. Spacey's voice and looks sent chills down my spine each time he was on screen. 2)David Fincher knows how to direct. This film is gross and really is selling a very seedy product as something more. Fincher makes that happen with the crisp dialog between Freeman and Pitt, the very low lighting effects throughout, the quick pacing of the film, and the depth of characterization that he allows his characters to have. 3) The story is well-conceived, well-written, and just crazy enough to be believable. The film has many scenes which are shocking and designed to be so - they succeed. But behind all that blood and seedy atmosphere lies a chess game between two police detectives - each good at what he does in a different manner - and one crazy but brilliant sociopath killer. The journey they take us on is one scary ride.",9
21 January 2016,Quickie Review: Se7en,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
14 February 2001,Ed5y but Ordinary,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",
11 November 2006,The Good & Bad Of 'Se7en',"I am shocked that I watch, much less own, this movie, and as often as I do. It's so dark, so uncomfortable to watch in many spots and so profane (although I use a TV Guardian) that it's not a very likable story and film.....but I find it fascinating. Let's continue on with the bad, and the good, of this film - at least from my vantage point.

THE BAD - As a Christian, I get tired of seeing the villains, the sickest of serial killers, portrayed as Christians. It's unbelievable Hollywood bias that would never be tolerated if minorities were the constant victim of this kind of prejudice. In case, you don't get the message they even pass by a brightly-lit neon cross in the guy's room! That, and another cheap shot about a Southern Baptist being the killer, and comments about the sicko ""preaching a sermon"" plus Kevin Spacey's talks about people's sins....all are designed to portray a sick killer as a religious nutcase. Also, for further Liberal slants, good-guy Morgan Freeman is talking to Gywneth Paltrow at a neighborhood diner and he relates having talked an old girlfriend into having an abortion which Freeman says, ""to this day, I am positive it was the right move."" Yet, he also says it was a mistake and he regrets it. Huh?? Other negatives include too many f-words and usages of the Lord's name in vain, mos of them said by Brad Pitt. There are also several really, really downright gross scenes in here. If you don't expect them, you can easily be shocked with these disturbing images: some very sick pictures of tortured and mutilated bodies.

THE GOOD - Despite all of the above, the story - as shocking and sordid as it is - is a fascinating one. It gets you so involved that it's almost impossible to put down, even with the unpleasant scenes. The finale is memorable, too. I also appreciated the wonderful cinematography in here. There are some strange colors in here but it all looks fantastic on the special-edition DVD. Spacey was relative unknown in his acting career at this time was riveting in that final 30 minutes when he had his speaking lines. All the actors in here are excellent. This is a film that is impossible to forget.

OVERALL - As a friend once told me, ""This movie is very disturbing."" It's also extremely interesting, but beware it's not easy to watch.",8
1 April 2019,DISAPPOINTED WITH THE ENDING.,"What twist everyone is talking about? Kinda disappointed with the ending. I am lover of thriller but this one has no thrill in it. It's overrated tbh. 😑
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
5 March 2020,Extremely overrated,"I don't really understand the hype over this movie, it has a good cast and it is a good movie but it's different to be good and to be one of the greatest and this movie has nothing that makes it one of the greatest. The only interesting thing here is that the killer uses the seven deadly sins but even this premise could've been better used, the plot twist is kinda shocking but isn't one of the best ones, ain't one of those jaw dropping ones, at least not for me. The actors did normal nothing especial here too. I love movies of this kind but I got bored watching this and is really nothing special about it, just a massive disappointment
16 out of 25 found this helpful. Was this review helpful? Sign in to vote.
Permalink",6
23 May 2019,Quite gripping and disturbing,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",7
28 February 2003,John Doe - Right or Wrong?,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",
11 May 2005,oh yeah!,"Se7en is great. Need I go on? Alright... Se7en starts off nicely making it look like another day at work. Well it is, but it's the beginning of something big. Not 5min into the movie and we're introduced to the first murder scene which is a obese man with his hands tied together under the table and his face smashed into a pile of noodles. He's obviously dead. The killer in this movie picks his victims according to the seven deadly sins, which if you don't know are: greed, gluttony, lust, pride, wrath, envy, and sloth. The killer is very original in the style he kills his victims, which are often times very gruesome. Although they don't really show any killings in here just the way they implied lust was enough to turn my stomach. The movie does a great job with its dark setting and bad neighborhood. Symbolic that this city sucks and is run down. The acting by Mordan Freeman and Brad Pitt is sensational, as well as Kevin Spacy's acting, whom I praise for his role. Overall this is one of the best movies I've ever seen, and the ending... oh buddy, the ending will getcha.
5 out of 6 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
10 October 2008,"Yeah, a landlord's dream: a paralyzed tenant with no tongue.","There is no one who could argue against the fact that if you put Brad Pitt, Morgan Freeman, Gwyneth Paltrow, and Kevin Spacey together in a film, it is going to be a hit.

I have watched countless hours of murder mysteries in movies and TV and have read innumerable books, and there is no finer murder/serial killer story than this one.

It has every element that one would look for in this type of story and it delivers with a punch to the gut that is visceral and lasting.

This is one of those films that you can watch countless times and never tire of.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
15 November 2001,"Oh, my god...","Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",
17 August 2015,"Se7en Ate Nine, So This Gets a Ten","Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",10
11 July 2016,"A huge thriller, although visually disturbing to the faint hearted.","In this film, two detectives have to work together in order to catch a psychopathic killer obsessed with the Seven Sins. Directed by David Fincher, with a script by Andrew Kevin Walker, this film has Morgan Freeman and Brad Pitt as protagonists.

This film approaches, several times, the grotesque. Its far from appealing to everyone but it will, almost certainly, please any fan of thrillers or police movies. The killer is a madman who seems obsessed with a naturally awkward topic: the Seven Deadly Sins, well known to anyone who has attended Sunday School. The film never speaks openly of religion, but we deduce that this crazy killer is probably Christian, which may displease the practitioners of that faith and even Catholics. In fact, religious fanaticism is quite implicit in the history, and the scenery. Like it or not, its an excellent idea for a movie and gave rise to a great plot, capable of holding the public until the end, despite several disgusting scenes, able to make any popcorn-eater throw in the bag. Yes, this is an alert for the teenagers and the faint hearted: this film is, indeed, visually shocking.

The way the main characters were developed is very reasonable. They are two detectives, very different personally and professionally, almost the antithesis of each other until they need to form a true partnership. Brad Pitt gives life to a young cop, active, impulsive, passionate, naturally clashing against the thoughtful and prudent manners of the character played by Morgan Freeman, who only want to do the job well done and go home at the end of the day... until he understands (and he does it quickly) that this killer will not stop easily and is different from anything they thought before. The work of the actors is good, especially Freeman, who incorporate his character easily. Pitt also shone, but his character it's hard to like up to half of the film.

The film is exceptionally heavy. The picture is dark, most of the scenes takes place in low light or at night (the most notable exception is the police station, plenty of bright and light colors). The crime scenes are usually dark and have black elements (in one of them is the furniture, for example). There are religious elements evident throughout the film also. The soundtrack is interesting, contributing decisively to densify the tension with the constant repetition of high and long chords.

In short, this movie is deep, psychologically challenging, shocking and promises to leave no one indifferent. A great story of suspense, from start to finish.",9
15 July 2016,"Complete and Utter Suspense,","Se7en is an amazing movie with an incredibly well developed plot and a stunning cast. It had me glued to the screen for the entire run time, as we follow two detectives struggling to catch a serial killer who has been murdering people as a representation of the seven deadly sins, the images this killer makes the bodies in to are literally some of the most brutal things I have witnessed on film. David Fincher and writer Andrew Kevin Walker did a stellar job developing detectives Somerset and Mills, who Morgan Freeman and Brad Pitt bring to life flawlessly, their relationship is a complicated one that becomes more layered as the film continues. However, the highlight was Kevin Spacey, who steals the show as the man we were waiting to see from the very beginning, and is not one bit disappointing, he is sinister, absurd and a straight up creep, he chilled me to the core, I do not think any other actor could have portrayed this psychopath better. Thrilling, engaging and incredibly well acted, I can not find a single flaw in Se7en, highly recommend to anyone looking for a good mystery or thriller.

Two detectives search for a serial killer who plans on taking seven victims as a way of exposing the deadly sins.

Best Performance: Kevin Spacey",10
13 December 2004,"""Seven"" or ""Four point five?""","There is no doubt ""Seven"" is a superior film in every way, so far as crime dramas/psychological dramas go, Fincher is indeed a visionary director. This film however has achieved an unrealistic and totally unsupportable ""aura"" of brilliance that is simply unjustified. Having seen it now five times, the latest last night after my son bought it for my birthday, I have to declare it to be as boring and pretentious as the first night I saw it.

Without anything but praise for everyone's performance (Spacey, especially) I still have nothing but blank indifference to every character presented here. What in Zeus' butthole was the point of the film? Any half competent lawyer would have gotten Pitt a suspended sentence (justifiable homicide...temporary insanity..whatever) Who cares what the hell Freeman decided to do...hang around a few more years, go shoot a few chickens? As for Ms Paltrow - the most boring and one-dimensional actress yet paraded on the silver screen (though Nicole Kidman isn't far behind)...HER fate was the highlight of the movie.

Shamelessly exploitive crap though it was, I found RESURRECTION (A ""Seven"" clone) way more interesting and given that starred Mr ""Wooden"" himself (Christopher Lambert)....maybe I need therapy.

Quite frankly for all its social comment, upmarket direction, cinematography and set-design, I think ""Seven"" is a modern ""Kings New Clothes."" Great film....shame about the entertainment factor. ANY film that feels like you've just donated four hours of your life has at its core, a problem.

As for those who even MENTION this in the same breath as SILENCE OF THE LAMBS - you HAVE to be kidding! That sequence between Hannibal and Starling during their first meeting alone, blows everything this film has to offer out the window.",
20 April 2017,Brilliant,"This is an excellent serial killer thriller.

Morgan Freeman and Brad Pitt play police detectives who together are tracking a serial killer who kills people who have each committed one of the seven deadly sins in a way that's relevant to the specific sin. Kevin Spacey plays the killer.
4 out of 5 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
13 August 2022,A 90s Masterpiece.,"Seven is the first time we ever really experienced Fincher (Alien 3 doesn't count!!). Great performances by a young Brad Pitt and the always reliable Morgan Freeman. Freeman is the highlight here and he should have gotten some awards consideration for Seven.

Fantastic look and thriller story and one of the most talked about ending a of all time!! Highly recommend and watch at night to increase the the feel.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
19 December 2014,Urban decay has never been so slickly photographed.,"Se7en is one of those films you watch in between long intervals. For me, this was my third rewatch and my last. I don't think I have the stomach for another.

It is essentially a buddy cop flick, but the script touches on deeper issues of the future of human society, sin, apathy, and predestination. The Noir trappings are beautiful to behold, the constant rain, squalor, grimy city that feels like every dystopian metropolis combined into one. But it occasionally veers into fantasy with a plot that relies on a few too many gimmicks to make it flawless. The villain is simply an omnipotent being at times with almost magic powers.

There are moments of genuine humanity that doesn't make it completely hopeless, but the atmosphere is filled with so much despair and nihilism that the grunge attitude of it does begin to wear as the clock ticks by. And by the time the villain of the piece makes his grand entry, I kept expecting him to appear with a leather mask on his face and gloating evilly about eating a census taker's liver with fava beans and a nice Chianti.

Still, the dynamic between Freeman and Pitt is still enticing to watch, and the story works as a parable or even sadistic fable at a rudimentary level. But sometimes I wish the story hadn't been so manipulative and fixed just so that it could punish these characters and push them to insane lengths. I felt like character motivations and development were being engaged at the behest of the plot progression, so certain events begin to seem contrived just so it can reach the shocking conclusion. I assume the writer was trying to teach a lesson, albeit in a clumsy fashion.

I would call it a minor 90s classic, and the dreamlike, twilight zone-esque environment adds a nice surreal atmosphere. For those willing to ignore plot conveniences and the dingy weather, this film will take you along for a horrific trip into the darkest recesses of what men are capable of.",8
14 October 2012,Terrific thriller!!!,"This movie was just awesome.A thriller that really leaves you on the edge of your seat the whole time your watching. It starts morgan freeman who always does a superb job, accompanied by brad pitt who always did an outstanding job. And to top it all off it was directed by David Fincher who has made some great movies.

This movie is about two detectives (Freeman,Pitt) who are sent to invesitage a weird string of murders. There is a murderer killing people using the seven deadly sins as justification.

Overall this movie was really good. Great actors, great story line and a lot of twists and turns to keep you interested. I really liked it.
5 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
19 October 2007,"Perfect and consistent theme, amazing cast....","This film has many indelible moments, an amazing cast: Morgan Freeman as Detective Somerset is impressive and real. The Charlie Parker soundtrack with the blues sung by Billie Holiday ""I Cover the Waterfront"" captures the dark mood and underlying violence which exists in the city. Being from New York, the street scenes at night are 100% accurate, executives, harried workers, hookers and dealers all intermingle in a pastiche of chaos.

We see the early scene where Freeman first meets novice detective David Mills (well portrayed by Brad Pitt) and he asks him what NYC homicide is like, and won't agent Somerset regret retiring? Freeman answers tiredly ...""I am moving....anyplace...far away from here""...

Sloth, Greed, Lust, Pride, Envy, Gluttony, the seven deadly sins as proclaimed since Medieval era. Each murder is precisely carried out. John Doe is creating his masterpiece, an artwork of perfect murder. Kevin Spacey is superb as John Doe. His presence and diction are cutting and menacing. I would love to see him in more of these roles. The quote from Morgan Freeman at the end of it all resounds true: it is the quote from Hemingway. The theme is ""ask not for whom the bell tolls, it tolls for thee""....Everyone is affected by violence. Best thriller and suspense, other than Hitchcock. Kudos to David Fincher and the cast The screenplay is amazing, I have bought that as well as the DVD. Highly recommended. 10/10.",10
15 October 1999,In a word-Drek,"You are in for a real treat here film fans: endless scenes of torture, abuse, bondage, a beheading, rape; assault...body functions, the human condition as a Butcher block, if you will.

Nothing in this movie makes me want to see it again-Morgan Freeman was better in the Electric Company; for Pete's sake, than he was here-and for Brad Pitt....he looks like he was mad at his agent for making him be there. Kevin Spacey is okay but so what? He was much better in Usual Suspects and the Negotiator. Gwyneth Paltrow as always seems vaguely emaciated, and the main co-star, the smothering rain-was as much in the way as anything else.

Don't go see this unless you have always wanted to know what the cause of a Scripted Barfing marathon looks like. Personally I can't imagine why dreck like this and Hannibal Lector keep on getting made; Hollywood must be wanting to reach the Jeffrey Dahmer/John Wayne Gacy demographic more.

Rating? ** outta ****; I hated this one-belongs in the goat bin.",
13 June 2016,"""It seems that envy is my sin.""","Seven is a very disturbing thriller about a serial killer,John Doe (Kevin Spacey), killing people via examples of the seven deadly sins - gluttony, greed, sloth, lust, pride, envy and wrath. The story begins with Detective Mills (Brad Pitt) being assigned to Detective Somerset (Morgan Freeman). Detective Somerset is due to retire at the end of the week, and Detective Mills is moving up in the world, and is to take Somerset's place. This is a very disturbing movie. It will keep you enthralled and glued to your seat for the entire 127 minutes. Indeed, I was staggered that I never once lost concentration or was bored with this movie.This is a movie with an unexpected ending that is absolutely unpredictable and which is not at all a ""Hollywood"" style ending. ""Seven"" is symbolic of several things in this film: Of course, the seven deadly sins (Gluttony, Greed, Sloth, Lust, Pride, Envy, Wrath) are the killer's inspiration; Somerset has only seven days to retirement and he was given this assignment as his final investigation; seven is the also the amount of days that transpire between the beginning and the ending of this case; and seven are the amount of victims that are at John Doe's mercy in that time span.

Gwyneth Paltrow portrays Mills' wife Tracey, and there is a certain sadness to her character, something she reveals to Somerset one day while they are having breakfast in a diner. Even though her role is not one that is major throughout this movie, she is a crucial element that plays itself out in the climax of the film. One of the most haunting ironies I find in Walker's script well portrayed by Fincher's cast is the uncanny similarities between John Doe, the antagonist and Somerset, the protagonist. If you watch that one scene in the car, you will realize that Somerset agrees with Doe, yet although realizing that their consensus does not justify Doe's irrational, yet seemingly rational killings. With Doe's philosophy explaining his intolerance for the prevalence and trivialization of the deadly sins, Somerset's continuous argument that we are becoming too apathetic of a society, only motivated by such things such as our temptations and self-indulgence, there is admittedly a strong parallel that exists between the two characters. Yet, they stand opposed to one another, because while Somerset, although discouraged, managed to keep his faith in mankind, Doe did not, and could not tolerate the injustice any longer. The film has some gory and graphic scenes that might turn some weak stomachs, but it has everything you'd want from a thriller: mystery, suspense, a great plot, great acting and a great, shocking and surprising ending.

Overall rating: 9 out of 10.",9
3 March 2017,One Of The Best Dark/Suspense/Horror/Crime Movie Out There.,"My Personal Rating - 8.5/10 - This Film is also great the acting the atmosphere is good. especially the ending, i won't spoil anything, just watch this film if you love suspense, mystery, a little bit horror in my opinion. and as always this film might not be for everyone obviously it's no mickey mouse kinda movie that a kid can watch. it's dark.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
19 May 2016,an excellent thriller with a brilliant script,"Seven has one of the best original scripts of cinema, and one of the most amazing already made finals for only the second movie of the excellent David Fincher he sent well , seven with Gone Girl is the two best Fincher movies in my opinion , the performances are great , the duo Brad Pitt and Morgan Freeman works very well , the rhythm is good, and the script explains very well , even with a few holes , the soundtrack is more or less , I say it because I did not notice right it, photography is good , Seven in my opinion was wronged Oscar 1996 deserved indicated best film, best actor, best screenplay is better sound (which was his only statement, Seven is a great movie with a great cast and a screenplay very intelligent. Note 9.4
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",9
30 September 2022,Solid,"Took a look at this again after 27 years. While the whopper of an ending has stuck with me, I recalled little else other than that I wasn't super impressed by this back then and I think a lot of that had to do with my then not very high opinion of Brad Pitt. It's a well made, unusual, sometimes gruesome serial killer crime story about with a solid performance from Morgan Freeman. I always had a problem with Pitt when he was young in that I didn't think he was all that great of an actor. I still have some issues with him here, but he's better than I remembered and has some moments that are interesting. This was a big year for Kevin Spacey with this and The Usual Suspects, but it's hard to look at him now in this creepy role that he plays so perfectly. Seems a lot of people on here love this good movie.
2 out of 2 found this helpful. Was this review helpful? Sign in to vote.
Permalink",7
10 November 2019,I am just speechless after watching thus movie.,"The theme of the movie is so dark that at certain points in the movieI felt like stop watching this one but its way of narration and the suspense does'nt let me do so. David Fincher has made this master piece in such a way the it will not make you feel boarded at all . The ending of the movies was the best as well as the darkest part of the movie which revolves in the viewers mind even after the move ends. Its one of the best Drama/Mystery movie I have seen. Overall this movie is outstandingly brilliant.
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",8
10 December 2015,"Bleak, suspenseful, yet intriguing","Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",8
23 July 2004,One of the 90's best movies!,"David Fincher has become one of Hollywood's most wanted directors since this film and this is a fantastic film. Since this he hasn't done a bad film, in fact most are excellent. Seven is more conventional than his films the Game and Fight Club but it has a great script which is fantastically directed. The actors of the film are of the highest calibre. Morgan Freeman, Brad Pitt, Gwynith Paltrow and Kevin Spacey are all fantastic, Freeman and Spacey in particular. The film has plenty of twists and is involving while everything comes to a shocking and stomach churning ending. This is definitely one of the best crime thrillers ever made.

As with other Fincher movies it looks fantastic. The cinematography is outstanding. The score is also fantastic and the overall look and sound of the film is top class. This is a modern classic, no doubt. *****
5 out of 7 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
12 March 2015,The Rainy City Holds A Lot Of Secrets,"Wow, here is the thing, most movies that have been out for a long time and I have been told that are great but have not got a chance to see yet, well, most of the time they never live up to the hype. That is not the case with Se7en. This is one amazing movie. The acting was stellar, directing was spot on and the use of the city and rain added so much atmosphere that it was almost another character in the film. I did see the end coming even though I was hoping that I was wrong.(I think I knew what was coming not because this movie was predictable, more so that after this movie lots of movies and TV shows have stolen from it, so it kind of easy to see where it was going, I am sure if I had seen this when it was first out I would have been surprised) This is a five star movie that I think will still be great 50 years from now. 5 Beards Out Of 5 Check out my video review. http://youtu.be/WCVDBOziSrM
3 out of 3 found this helpful. Was this review helpful? Sign in to vote.
Permalink",10
29 February 2008,Can't stop watching.You are already sucked into the story.,"Detective Lt. William Somerset (Morgan Freeman) is about to retire. He is teamed up with a young new detective David Mills (Brad Pitt). Together they try to find a serial killer who uses the seven deadly sins as his M.O. Meanwhile Mills' wife Tracy (Gwyneth Paltrow) fears for her husband's life and is very depressed.

Dark and depressing but just fascinating. Director David Fincher shots the entire film in dim light and shoves the victims mutilated bodies in our face. The grimness of the tone wears you down but that's appropriate considering the subject matter. No humor either. It all leads to a truly harrowing ending. There was supposed to be a happy ending but they (wisely) chose not to do it. Freeman and Pitt work very well together and both give excellent performances. I even thought Paltrow (who I hate) was good! Kevin Spacey is very good too in a small role.

If you have trouble with blood, gore and disturbing subject matter stay far away from this movie. But if you can handle that, watch this one. It's depressing and unpleasant but riveting.",10
